DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,DFLCHART,DFLALTED,DAD_POST,D_RATING,OUTCOME,ASVAB_STATUS
164901,MENARD ISD,164,MENARD,15,N,N,0,C,Meets Requirements,Meets Requirements
165802,MIDLAND ACADEMY CHARTER SCHOOL,165,MIDLAND,18,Y,N, ,Met Standard,Meets Requirements,Meets Requirements
165901,MIDLAND ISD,165,MIDLAND,18,N,N,0,C,Needs Intervention,Not Reported
165902,GREENWOOD ISD,165,MIDLAND,18,N,N,0,C,Needs Assistance,Not Reported
166901,CAMERON ISD,166,MILAM,6,N,N,0,C,Needs Assistance,Meets Requirements
166902,GAUSE ISD,166,MILAM,6,N,N, ,Met Standard,Meets Requirements,Meets Requirements
166903,MILANO ISD,166,MILAM,6,N,N,0,B,Meets Requirements,Meets Requirements
166904,ROCKDALE ISD,166,MILAM,6,N,N,0,C,Meets Requirements,Meets Requirements
166905,THORNDALE ISD,166,MILAM,13,N,N,0,B,Meets Requirements,Meets Requirements
166907,BUCKHOLTS ISD,166,MILAM,6,N,N, ,Met Standard,Meets Requirements,Meets Requirements
167901,GOLDTHWAITE ISD,167,MILLS,12,N,N,1,A,Meets Requirements,Meets Requirements
167902,MULLIN ISD,167,MILLS,12,N,N,0,B,Meets Requirements,Meets Requirements
167904,PRIDDY ISD,167,MILLS,12,N,N, ,Met Standard,Meets Requirements,Meets Requirements
168901,COLORADO ISD,168,MITCHELL,14,N,N,0,B,Meets Requirements,Meets Requirements
168902,LORAINE ISD,168,MITCHELL,14,N,N, ,Met Standard,Meets Requirements,Meets Requirements
168903,WESTBROOK ISD,168,MITCHELL,14,N,N, ,Met Standard,Meets Requirements,Not Reported
169901,BOWIE ISD,169,MONTAGUE,9,N,N,0,C,Needs Assistance,Not Reported
169902,NOCONA ISD,169,MONTAGUE,9,N,N,0,B,Meets Requirements,Meets Requirements
169906,GOLD BURG ISD,169,MONTAGUE,9,N,N, ,Met Standard,Meets Requirements,Meets Requirements
169908,MONTAGUE ISD,169,MONTAGUE,9,N,N, ,Met Standard,Meets Requirements,Meets Requirements
169909,PRAIRIE VALLEY ISD,169,MONTAGUE,9,N,N,0,B,Meets Requirements,Meets Requirements
169910,FORESTBURG ISD,169,MONTAGUE,9,N,N, ,Met Standard,Meets Requirements,Meets Requirements
169911,SAINT JO ISD,169,MONTAGUE,9,N,N,0,B,Meets Requirements,Meets Requirements
170801,TEXAS SERENITY ACADEMY,170,MONTGOMERY,6,Y,N, ,Not Rated: Harvey Provision,Meets Requirements,Meets Requirements
170902,CONROE ISD,170,MONTGOMERY,6,N,N,0,B,Meets Requirements,Meets Requirements
170903,MONTGOMERY ISD,170,MONTGOMERY,6,N,N,0,B,Meets Requirements,Not Reported
170904,WILLIS ISD,170,MONTGOMERY,6,N,N,0,C,Needs Assistance,Not Reported
170906,MAGNOLIA ISD,170,MONTGOMERY,6,N,N,0,B,Needs Assistance,Meets Requirements
170907,SPLENDORA ISD,170,MONTGOMERY,6,N,N,0,B,Meets Requirements,Meets Requirements
170908,NEW CANEY ISD,170,MONTGOMERY,6,N,N,0,C,Needs Intervention,Meets Requirements
171901,DUMAS ISD,171,MOORE,16,N,N,0,B,Meets Requirements,Meets Requirements
171902,SUNRAY ISD,171,MOORE,16,N,N,0,B,Meets Requirements,Meets Requirements
172902,DAINGERFIELD-LONE STAR ISD,172,MORRIS,8,N,N,0,D,Meets Requirements,Meets Requirements
172905,PEWITT CISD,172,MORRIS,8,N,N,0,D,Meets Requirements,Meets Requirements
173901,MOTLEY COUNTY ISD,173,MOTLEY,17,N,N, ,Met Standard,Meets Requirements,Not Reported
174801,STEPHEN F AUSTIN STATE UNIVERSITY,174,NACOGDOCHES,7,Y,N, ,Met Standard,Meets Requirements,Meets Requirements
174901,CHIRENO ISD,174,NACOGDOCHES,7,N,N,0,C,Meets Requirements,Not Given
174902,CUSHING ISD,174,NACOGDOCHES,7,N,N,0,B,Meets Requirements,Meets Requirements
174903,GARRISON ISD,174,NACOGDOCHES,7,N,N,0,B,Meets Requirements,Meets Requirements
174904,NACOGDOCHES ISD,174,NACOGDOCHES,7,N,N,0,C,Needs Intervention,Meets Requirements
174906,WODEN ISD,174,NACOGDOCHES,7,N,N,1,A,Meets Requirements,Not Reported
174908,CENTRAL HEIGHTS ISD,174,NACOGDOCHES,7,N,N,0,B,Meets Requirements,Not Reported
174909,MARTINSVILLE ISD,174,NACOGDOCHES,7,N,N, ,Met Standard,Meets Requirements,Not Reported
174910,ETOILE ISD,174,NACOGDOCHES,7,N,N, ,Met Standard,Meets Requirements,Meets Requirements
174911,DOUGLASS ISD,174,NACOGDOCHES,7,N,N, ,Met Standard,Meets Requirements,Not Reported
175902,BLOOMING GROVE ISD,175,NAVARRO,12,N,N,0,C,Meets Requirements,Meets Requirements
175903,CORSICANA ISD,175,NAVARRO,12,N,N,0,C,Needs Intervention,Meets Requirements
175904,DAWSON ISD,175,NAVARRO,12,N,N,0,C,Meets Requirements,Meets Requirements
175905,FROST ISD,175,NAVARRO,12,N,N,0,B,Meets Requirements,Meets Requirements
175907,KERENS ISD,175,NAVARRO,12,N,N, ,Met Standard,Meets Requirements,Meets Requirements
175910,MILDRED ISD,175,NAVARRO,12,N,N,0,B,Meets Requirements,Meets Requirements
175911,RICE ISD,175,NAVARRO,12,N,N,0,B,Meets Requirements,Not Reported
176901,BURKEVILLE ISD,176,NEWTON,5,N,N, ,Not Rated: Harvey Provision,Meets Requirements,Not Reported
176902,NEWTON ISD,176,NEWTON,5,N,N,0,D,Needs Assistance,Meets Requirements
176903,DEWEYVILLE ISD,176,NEWTON,5,N,N, ,Not Rated: Harvey Provision,Meets Requirements,Meets Requirements
177901,ROSCOE COLLEGIATE ISD,177,NOLAN,14,N,N,1,B,Meets Requirements,Meets Requirements
177902,SWEETWATER ISD,177,NOLAN,14,N,N,0,C,Needs Assistance,Meets Requirements
177903,BLACKWELL CISD,177,NOLAN,14,N,N, ,Met Standard,Meets Requirements,Meets Requirements
177905,HIGHLAND ISD,177,NOLAN,14,N,N, ,Met Standard,Meets Requirements,Meets Requirements
178801,DR M L GARZA-GONZALEZ CHARTER SCHO,178,NUECES,2,Y,N, ,Met Standard,Meets Requirements,Not Reported
178807,CORPUS CHRISTI MONTESSORI SCHOOL,178,NUECES,2,Y,N, ,Met Standard,Meets Requirements,Meets Requirements
178808,SEASHORE CHARTER SCHOOLS,178,NUECES,2,Y,N, ,A,Meets Requirements,Meets Requirements
178901,AGUA DULCE ISD,178,NUECES,2,N,N,0,C,Meets Requirements,Meets Requirements
178902,BISHOP CISD,178,NUECES,2,N,N,1,A,Meets Requirements,Not Reported
178903,CALALLEN ISD,178,NUECES,2,N,N,1,B,Meets Requirements,Meets Requirements
178904,CORPUS CHRISTI ISD,178,NUECES,2,N,N,0,C,Needs Assistance,Meets Requirements
178905,DRISCOLL ISD,178,NUECES,2,N,N, ,Met Standard,Meets Requirements,Meets Requirements
178906,LONDON ISD,178,NUECES,2,N,N,0,A,Meets Requirements,Meets Requirements
178908,PORT ARANSAS ISD,178,NUECES,2,N,N,1,A,Meets Requirements,Meets Requirements
178909,ROBSTOWN ISD,178,NUECES,2,N,N,0,C,Needs Intervention,Not Reported
178912,TULOSO-MIDWAY ISD,178,NUECES,2,N,N,0,C,Meets Requirements,Not Reported
178913,BANQUETE ISD,178,NUECES,2,N,N,0,B,Meets Requirements,Not Reported
178914,FLOUR BLUFF ISD,178,NUECES,2,N,N,1,A,Meets Requirements,Meets Requirements
178915,WEST OSO ISD,178,NUECES,2,N,N,0,C,Meets Requirements,Not Reported
179901,PERRYTON ISD,179,OCHILTREE,16,N,N,0,C,Needs Assistance,Meets Requirements
180901,BOYS RANCH ISD,180,OLDHAM,16,N,N, ,Not Rated,Meets Requirements,Not Reported
180902,VEGA ISD,180,OLDHAM,16,N,N,0,A,Meets Requirements,Not Reported
180903,ADRIAN ISD,180,OLDHAM,16,N,N, ,Met Standard,Meets Requirements,Meets Requirements
180904,WILDORADO ISD,180,OLDHAM,16,N,N, ,Met Standard,Meets Requirements,Meets Requirements
181901,BRIDGE CITY ISD,181,ORANGE,5,N,N, ,Not Rated: Harvey Provision,Needs Substantial Intervention,Not Reported
181905,ORANGEFIELD ISD,181,ORANGE,5,N,N, ,Not Rated: Harvey Provision,Needs Assistance,Alternate Test Given
181906,WEST ORANGE-COVE CISD,181,ORANGE,5,N,N, ,Not Rated: Harvey Provision,Needs Substantial Intervention,Meets Requirements
181907,VIDOR ISD,181,ORANGE,5,N,N, ,Not Rated: Harvey Provision,Needs Intervention,Meets Requirements
181908,LITTLE CYPRESS-MAURICEVILLE CISD,181,ORANGE,5,N,N, ,Not Rated: Harvey Provision,Needs Assistance,Meets Requirements
182901,GORDON ISD,182,PALO PINTO,11,N,N, ,Met Standard,Meets Requirements,Meets Requirements
182902,GRAFORD ISD,182,PALO PINTO,11,N,N,0,D,Meets Requirements,Meets Requirements
182903,MINERAL WELLS ISD,182,PALO PINTO,11,N,N,0,C,Needs Intervention,Meets Requirements
182904,SANTO ISD,182,PALO PINTO,11,N,N,0,B,Meets Requirements,Meets Requirements
182905,STRAWN ISD,182,PALO PINTO,11,N,N, ,Met Standard,Meets Requirements,Meets Requirements
182906,PALO PINTO ISD,182,PALO PINTO,11,N,N, ,Met Standard,Meets Requirements,Meets Requirements
183801,PANOLA CHARTER SCHOOL,183,PANOLA,7,Y,N,0,B,Meets Requirements,Meets Requirements
183901,BECKVILLE ISD,183,PANOLA,7,N,N,0,A,Meets Requirements,Meets Requirements
183902,CARTHAGE ISD,183,PANOLA,7,N,N,0,B,Needs Assistance,Meets Requirements
183904,GARY ISD,183,PANOLA,7,N,N, ,Met Standard,Meets Requirements,Not Reported
184801,CROSSTIMBERS ACADEMY,184,PARKER,11,Y,Y, ,Not Rated,Meets Requirements,Meets Requirements
184901,POOLVILLE ISD,184,PARKER,11,N,N,0,C,Meets Requirements,Meets Requirements
184902,SPRINGTOWN ISD,184,PARKER,11,N,N,0,C,Needs Assistance,Meets Requirements
184903,WEATHERFORD ISD,184,PARKER,11,N,N,0,C,Meets Requirements,Meets Requirements
184904,MILLSAP ISD,184,PARKER,11,N,N,0,B,Meets Requirements,Meets Requirements
184907,ALEDO ISD,184,PARKER,11,N,N,0,A,Meets Requirements,Meets Requirements
184908,PEASTER ISD,184,PARKER,11,N,N,0,B,Meets Requirements,Not Given
184909,BROCK ISD,184,PARKER,11,N,N,0,A,Meets Requirements,Meets Requirements
184911,GARNER ISD,184,PARKER,11,N,N, ,Met Standard,Meets Requirements,Meets Requirements
185901,BOVINA ISD,185,PARMER,16,N,N,0,B,Meets Requirements,Meets Requirements
185902,FARWELL ISD,185,PARMER,16,N,N,0,B,Meets Requirements,Meets Requirements
185903,FRIONA ISD,185,PARMER,16,N,N,0,B,Meets Requirements,Not Reported
185904,LAZBUDDIE ISD,185,PARMER,16,N,N, ,Met Standard,Meets Requirements,Not Reported
186901,BUENA VISTA ISD,186,PECOS,18,N,N, ,Met Standard,Meets Requirements,Meets Requirements
186902,FORT STOCKTON ISD,186,PECOS,18,N,N,0,C,Meets Requirements,Meets Requirements
186903,IRAAN-SHEFFIELD ISD,186,PECOS,18,N,N,0,B,Meets Requirements,Meets Requirements
187901,BIG SANDY ISD,187,POLK,6,N,N, ,Met Standard,Meets Requirements,Meets Requirements
187903,GOODRICH ISD,187,POLK,6,N,N,0,C,Meets Requirements,Not Reported
187904,CORRIGAN-CAMDEN ISD,187,POLK,6,N,N,0,B,Meets Requirements,Meets Requirements
187906,LEGGETT ISD,187,POLK,6,N,N,0,B,Meets Requirements,Meets Requirements
187907,LIVINGSTON ISD,187,POLK,6,N,N,0,C,Needs Assistance,Not Reported
187910,ONALASKA ISD,187,POLK,6,N,N,0,B,Meets Requirements,Meets Requirements
188901,AMARILLO ISD,188,POTTER,16,N,N,0,B,Meets Requirements,Meets Requirements
188902,RIVER ROAD ISD,188,POTTER,16,N,N,0,C,Meets Requirements,Not Reported
188903,HIGHLAND PARK ISD,188,POTTER,16,N,N,0,B,Meets Requirements,Meets Requirements
188904,BUSHLAND ISD,188,POTTER,16,N,N,0,A,Meets Requirements,Meets Requirements
189901,MARFA ISD,189,PRESIDIO,18,N,N, ,Met Standard,Meets Requirements,Not Reported
189902,PRESIDIO ISD,189,PRESIDIO,18,N,N,0,B,Meets Requirements,Not Reported
190903,RAINS ISD,190,RAINS,7,N,N,0,C,Needs Assistance,Meets Requirements
191901,CANYON ISD,191,RANDALL,16,N,N,0,B,Meets Requirements,Not Reported
192901,REAGAN COUNTY ISD,192,REAGAN,18,N,N,0,C,Meets Requirements,Not Reported
193801,BIG SPRINGS CHARTER SCHOOL,193,REAL,20,Y,Y, ,Not Rated,Needs Intervention,Meets Requirements
193902,LEAKEY ISD,193,REAL,20,N,N, ,Met Standard,Meets Requirements,Meets Requirements
194902,AVERY ISD,194,RED RIVER,8,N,N,0,B,Meets Requirements,Not Reported
194903,RIVERCREST ISD,194,RED RIVER,8,N,N,0,B,Meets Requirements,Not Reported
194904,CLARKSVILLE ISD,194,RED RIVER,8,N,N,0,C,Meets Requirements,Meets Requirements
194905,DETROIT ISD,194,RED RIVER,8,N,N,0,B,Meets Requirements,Not Reported
195901,PECOS-BARSTOW-TOYAH ISD,195,REEVES,18,N,N,0,D,Needs Intervention,Not Reported
195902,BALMORHEA ISD,195,REEVES,18,N,N, ,Met Standard,Meets Requirements,Meets Requirements
196901,AUSTWELL-TIVOLI ISD,196,REFUGIO,3,N,N, ,Not Rated: Harvey Provision,Meets Requirements,Not Reported
196902,WOODSBORO ISD,196,REFUGIO,3,N,N, ,Not Rated: Harvey Provision,Meets Requirements,Meets Requirements
196903,REFUGIO ISD,196,REFUGIO,3,N,N, ,Not Rated: Harvey Provision,Meets Requirements,Alternate Test Given
197902,MIAMI ISD,197,ROBERTS,16,N,N, ,Met Standard,Meets Requirements,Not Reported
198901,BREMOND ISD,198,ROBERTSON,6,N,N,0,B,Meets Requirements,Not Reported
198902,CALVERT ISD,198,ROBERTSON,6,N,N, ,Improvement Required,Meets Requirements,Meets Requirements
198903,FRANKLIN ISD,198,ROBERTSON,6,N,N,0,A,Meets Requirements,Meets Requirements
198905,HEARNE ISD,198,ROBERTSON,6,N,N,0,F,Needs Intervention,Meets Requirements
198906,MUMFORD ISD,198,ROBERTSON,6,N,N,1,A,Meets Requirements,Meets Requirements
199901,ROCKWALL ISD,199,ROCKWALL,10,N,N,0,A,Meets Requirements,Not Reported
199902,ROYSE CITY ISD,199,ROCKWALL,10,N,N,0,B,Meets Requirements,Meets Requirements
200901,BALLINGER ISD,200,RUNNELS,15,N,N,0,C,Meets Requirements,Not Reported
200902,MILES ISD,200,RUNNELS,15,N,N,0,A,Meets Requirements,Meets Requirements
200904,WINTERS ISD,200,RUNNELS,15,N,N,0,C,Meets Requirements,Meets Requirements
200906,OLFEN ISD,200,RUNNELS,15,N,N, ,B,Meets Requirements,Meets Requirements
201902,HENDERSON ISD,201,RUSK,7,N,N,0,B,Meets Requirements,Meets Requirements
201903,LANEVILLE ISD,201,RUSK,7,N,N, ,Met Standard,Meets Requirements,Meets Requirements
201904,LEVERETTS CHAPEL ISD,201,RUSK,7,N,N,0,A,Meets Requirements,Meets Requirements
201907,MOUNT ENTERPRISE ISD,201,RUSK,7,N,N,0,C,Meets Requirements,Meets Requirements
201908,OVERTON ISD,201,RUSK,7,N,N,0,D,Meets Requirements,Meets Requirements
201910,TATUM ISD,201,RUSK,7,N,N,1,B,Meets Requirements,Meets Requirements
201913,CARLISLE ISD,201,RUSK,7,N,N, ,Met Standard,Meets Requirements,Meets Requirements
201914,WEST RUSK COUNTY CONSOLIDATED ISD,201,RUSK,7,N,N,0,C,Meets Requirements,Meets Requirements
202903,HEMPHILL ISD,202,SABINE,7,N,N,0,B,Meets Requirements,Meets Requirements
202905,WEST SABINE ISD,202,SABINE,7,N,N,0,D,Meets Requirements,Not Reported
203901,SAN AUGUSTINE ISD,203,SAN AUGUSTINE,7,N,N,0,C,Meets Requirements,Meets Requirements
203902,BROADDUS ISD,203,SAN AUGUSTINE,7,N,N,0,C,Meets Requirements,Not Reported
204901,COLDSPRING-OAKHURST CISD,204,SAN JACINTO,6,N,N, ,Not Rated: Harvey Provision,Needs Intervention,Not Reported
204904,SHEPHERD ISD,204,SAN JACINTO,6,N,N,0,D,Needs Intervention,Meets Requirements
205901,ARANSAS PASS ISD,205,SAN PATRICIO,2,N,N, ,Not Rated: Harvey Provision,Meets Requirements,Not Reported
205902,GREGORY-PORTLAND ISD,205,SAN PATRICIO,2,N,N, ,Not Rated: Harvey Provision,Meets Requirements,Meets Requirements
205903,INGLESIDE ISD,205,SAN PATRICIO,2,N,N, ,Not Rated: Harvey Provision,Needs Assistance,Alternate Test Given
205904,MATHIS ISD,205,SAN PATRICIO,2,N,N,0,B,Meets Requirements,Meets Requirements
205905,ODEM-EDROY ISD,205,SAN PATRICIO,2,N,N,0,C,Meets Requirements,Not Reported
205906,SINTON ISD,205,SAN PATRICIO,2,N,N,0,C,Needs Assistance,Not Reported
205907,TAFT ISD,205,SAN PATRICIO,2,N,N, ,Not Rated: Harvey Provision,Meets Requirements,Meets Requirements
206901,SAN SABA ISD,206,SAN SABA,15,N,N,0,B,Meets Requirements,Not Reported
206902,RICHLAND SPRINGS ISD,206,SAN SABA,15,N,N, ,Met Standard,Meets Requirements,Meets Requirements
206903,CHEROKEE ISD,206,SAN SABA,15,N,N, ,Met Standard,Meets Requirements,Meets Requirements
207901,SCHLEICHER ISD,207,SCHLEICHER,15,N,N,0,B,Meets Requirements,Meets Requirements
208901,HERMLEIGH ISD,208,SCURRY,14,N,N, ,Met Standard,Meets Requirements,Meets Requirements
208902,SNYDER ISD,208,SCURRY,14,N,N,0,C,Needs Assistance,Meets Requirements
208903,IRA ISD,208,SCURRY,14,N,N, ,Met Standard,Meets Requirements,Meets Requirements
209901,ALBANY ISD,209,SHACKELFORD,14,N,N,0,B,Meets Requirements,Meets Requirements
209902,MORAN ISD,209,SHACKELFORD,14,N,N, ,Met Standard,Meets Requirements,Meets Requirements
210901,CENTER ISD,210,SHELBY,7,N,N,0,C,Needs Assistance,Not Reported
210902,JOAQUIN ISD,210,SHELBY,7,N,N,0,C,Meets Requirements,Meets Requirements
210903,SHELBYVILLE ISD,210,SHELBY,7,N,N, ,Met Standard,Meets Requirements,Meets Requirements
210904,TENAHA ISD,210,SHELBY,7,N,N, ,Met Standard,Needs Assistance,Meets Requirements
210905,TIMPSON ISD,210,SHELBY,7,N,N, ,Met Standard,Meets Requirements,Meets Requirements
210906,EXCELSIOR ISD,210,SHELBY,7,N,N, ,Met Standard,Meets Requirements,Meets Requirements
211901,TEXHOMA ISD,211,SHERMAN,16,N,N, ,Met Standard,Meets Requirements,Not Reported
211902,STRATFORD ISD,211,SHERMAN,16,N,N,0,B,Meets Requirements,Meets Requirements
212801,CUMBERLAND ACADEMY,212,SMITH,7,Y,N,0,C,Needs Assistance,Not Reported
212804,UT TYLER INNOVATION ACADEMY,212,SMITH,7,Y,N,0,B,Meets Requirements,Meets Requirements
212901,ARP ISD,212,SMITH,7,N,N,0,C,Meets Requirements,Meets Requirements
212902,BULLARD ISD,212,SMITH,7,N,N,0,B,Meets Requirements,Meets Requirements
212903,LINDALE ISD,212,SMITH,7,N,N,0,A,Meets Requirements,Not Reported
212904,TROUP ISD,212,SMITH,7,N,N,0,C,Meets Requirements,Meets Requirements
212905,TYLER ISD,212,SMITH,7,N,N,0,C,Needs Intervention,Not Reported
212906,WHITEHOUSE ISD,212,SMITH,7,N,N,0,B,Meets Requirements,Not Reported
212909,CHAPEL HILL ISD,212,SMITH,7,N,N,0,B,Needs Intervention,Not Reported
212910,WINONA ISD,212,SMITH,7,N,N,0,C,Meets Requirements,Meets Requirements
213801,BRAZOS RIVER CHARTER SCHOOL,213,SOMERVELL,11,Y,Y, ,Met Alternative Standard,Meets Requirements,Meets Requirements
213901,GLEN ROSE ISD,213,SOMERVELL,11,N,N,0,A,Meets Requirements,Meets Requirements
214901,RIO GRANDE CITY CISD,214,STARR,1,N,N,0,C,Needs Intervention,Not Reported
214902,SAN ISIDRO ISD,214,STARR,1,N,N,0,B,Meets Requirements,Not Reported
214903,ROMA ISD,214,STARR,1,N,N,1,A,Needs Assistance,Meets Requirements
215901,BRECKENRIDGE ISD,215,STEPHENS,14,N,N,0,C,Needs Intervention,Meets Requirements
216901,STERLING CITY ISD,216,STERLING,15,N,N,0,B,Meets Requirements,Meets Requirements
217901,ASPERMONT ISD,217,STONEWALL,14,N,N,0,C,Meets Requirements,Meets Requirements
218901,SONORA ISD,218,SUTTON,15,N,N,0,B,Meets Requirements,Meets Requirements
219901,HAPPY ISD,219,SWISHER,16,N,N,1,A,Meets Requirements,Not Reported
219903,TULIA ISD,219,SWISHER,16,N,N,0,D,Needs Assistance,Not Reported
219905,KRESS ISD,219,SWISHER,16,N,N,0,B,Meets Requirements,Meets Requirements
220801,TREETOPS SCHOOL INTERNATIONAL,220,TARRANT,11,Y,N, ,Met Standard,Meets Requirements,Not Reported
220802,ARLINGTON CLASSICS ACADEMY,220,TARRANT,11,Y,N, ,A,Meets Requirements,Meets Requirements
220809,FORT WORTH ACADEMY OF FINE ARTS,220,TARRANT,11,Y,N,0,A,Meets Requirements,Not Reported
220810,WESTLAKE ACADEMY CHARTER SCHOOL,220,TARRANT,11,Y,N, ,Met Standard,Meets Requirements,Not Reported
220811,EAST FORT WORTH MONTESSORI ACADEMY,220,TARRANT,11,Y,N, ,A,Meets Requirements,Meets Requirements
220814,TEXAS SCHOOL OF THE ARTS,220,TARRANT,11,Y,N, ,Met Standard,Meets Requirements,Meets Requirements
220815,CHAPEL HILL ACADEMY,220,TARRANT,11,Y,N, ,Met Standard,Meets Requirements,Not Given
220817,NEWMAN INTERNATIONAL ACADEMY OF AR,220,TARRANT,11,Y,N,0,C,Meets Requirements,Not Reported
220819,HIGH POINT ACADEMY,220,TARRANT,11,Y,N, ,Met Standard,Meets Requirements,Meets Requirements
220901,ARLINGTON ISD,220,TARRANT,11,N,N,0,C,Needs Assistance,Meets Requirements
220902,BIRDVILLE ISD,220,TARRANT,11,N,N,1,B,Meets Requirements,Meets Requirements
220904,EVERMAN ISD,220,TARRANT,11,N,N,0,C,Needs Assistance,Meets Requirements
220905,FORT WORTH ISD,220,TARRANT,11,N,N,0,C,Needs Intervention,Meets Requirements
220906,GRAPEVINE-COLLEYVILLE ISD,220,TARRANT,11,N,N,0,A,Meets Requirements,Meets Requirements
220907,KELLER ISD,220,TARRANT,11,N,N,0,A,Meets Requirements,Meets Requirements
220908,MANSFIELD ISD,220,TARRANT,11,N,N,0,A,Meets Requirements,Not Reported
220910,LAKE WORTH ISD,220,TARRANT,11,N,N,0,D,Needs Assistance,Not Reported
220912,CROWLEY ISD,220,TARRANT,11,N,N,0,C,Needs Intervention,Meets Requirements
220914,KENNEDALE ISD,220,TARRANT,11,N,N,0,B,Needs Assistance,Meets Requirements
220915,AZLE ISD,220,TARRANT,11,N,N,0,B,Meets Requirements,Meets Requirements
220916,HURST-EULESS-BEDFORD ISD,220,TARRANT,11,N,N,1,A,Meets Requirements,Not Reported
220917,CASTLEBERRY ISD,220,TARRANT,11,N,N,0,C,Meets Requirements,Not Given
220918,EAGLE MT-SAGINAW ISD,220,TARRANT,11,N,N,0,B,Meets Requirements,Meets Requirements
220919,CARROLL ISD,220,TARRANT,11,N,N,1,A,Meets Requirements,Meets Requirements
220920,WHITE SETTLEMENT ISD,220,TARRANT,11,N,N,0,C,Meets Requirements,Meets Requirements
221801,TEXAS COLLEGE PREPARATORY ACADEMIE,221,TAYLOR,14,Y,N,0,B,Meets Requirements,Not Reported
221901,ABILENE ISD,221,TAYLOR,14,N,N,0,B,Needs Assistance,Meets Requirements
221904,MERKEL ISD,221,TAYLOR,14,N,N,0,D,Meets Requirements,Meets Requirements
221905,TRENT ISD,221,TAYLOR,14,N,N, ,Met Standard,Meets Requirements,Meets Requirements
221911,JIM NED CISD,221,TAYLOR,14,N,N,0,A,Meets Requirements,Meets Requirements
221912,WYLIE ISD,221,TAYLOR,14,N,N,0,A,Meets Requirements,Meets Requirements
222901,TERRELL COUNTY ISD,222,TERRELL,18,N,N, ,Met Standard,Meets Requirements,Meets Requirements
223901,BROWNFIELD ISD,223,TERRY,17,N,N,0,D,Needs Substantial Intervention,Not Reported
223902,MEADOW ISD,223,TERRY,17,N,N, ,Met Standard,Meets Requirements,Not Reported
223904,WELLMAN-UNION CISD,223,TERRY,17,N,N, ,Met Standard,Meets Requirements,Not Reported
224901,THROCKMORTON ISD,224,THROCKMORTON,9,N,N, ,Met Standard,Meets Requirements,Not Reported
224902,WOODSON ISD,224,THROCKMORTON,9,N,N, ,Met Standard,Meets Requirements,Not Reported
225902,MOUNT PLEASANT ISD,225,TITUS,8,N,N,0,B,Meets Requirements,Meets Requirements
225905,WINFIELD ISD,225,TITUS,8,N,N, ,Met Standard,Meets Requirements,Meets Requirements
225906,CHAPEL HILL ISD,225,TITUS,8,N,N,0,A,Meets Requirements,Meets Requirements
225907,HARTS BLUFF ISD,225,TITUS,8,N,N, ,Met Standard,Meets Requirements,Meets Requirements
226801,TEXAS LEADERSHIP,226,TOM GREEN,15,Y,N,0,C,Meets Requirements,Not Reported
226901,CHRISTOVAL ISD,226,TOM GREEN,15,N,N,0,B,Meets Requirements,Not Reported
226903,SAN ANGELO ISD,226,TOM GREEN,15,N,N,0,C,Needs Intervention,Meets Requirements
226905,WATER VALLEY ISD,226,TOM GREEN,15,N,N,0,B,Meets Requirements,Meets Requirements
226906,WALL ISD,226,TOM GREEN,15,N,N,1,A,Meets Requirements,Not Reported
226907,GRAPE CREEK ISD,226,TOM GREEN,15,N,N,0,D,Meets Requirements,Meets Requirements
226908,VERIBEST ISD,226,TOM GREEN,15,N,N,0,B,Meets Requirements,Meets Requirements
227803,WAYSIDE SCHOOLS,227,TRAVIS,13,Y,N,0,D,Meets Requirements,Not Given
227804,NYOS CHARTER SCHOOL,227,TRAVIS,13,Y,N,0,A,Meets Requirements,Meets Requirements
227805,TEXAS EMPOWERMENT ACADEMY,227,TRAVIS,13,Y,N, ,C,Meets Requirements,Not Reported
227806,UNIVERSITY OF TEXAS UNIVERSITY CHA,227,TRAVIS,13,Y,Y, ,A,Needs Substantial Intervention,Not Reported
227814,CHAPARRAL STAR ACADEMY,227,TRAVIS,13,Y,N, ,Met Standard,Meets Requirements,Meets Requirements
227816,HARMONY SCIENCE ACADEMY (AUSTIN),227,TRAVIS,13,Y,N,0,B,Meets Requirements,Not Reported
227817,CEDARS INTERNATIONAL ACADEMY,227,TRAVIS,13,Y,N, ,B,Meets Requirements,Meets Requirements
227819,UNIVERSITY OF TEXAS ELEMENTARY CHA,227,TRAVIS,13,Y,N, ,Met Standard,Meets Requirements,Meets Requirements
227820,KIPP AUSTIN PUBLIC SCHOOLS INC,227,TRAVIS,13,Y,N,0,B,Meets Requirements,Not Reported
227821,AUSTIN DISCOVERY SCHOOL,227,TRAVIS,13,Y,N, ,Met Standard,Meets Requirements,Meets Requirements
227824,PROMESA PUBLIC SCHOOLS,227,TRAVIS,13,Y,N,0,D,Meets Requirements,Not Reported
227825,AUSTIN ACHIEVE PUBLIC SCHOOLS,227,TRAVIS,13,Y,N, ,Met Standard,Meets Requirements,Not Reported
227826,MONTESSORI FOR ALL,227,TRAVIS,13,Y,N, ,Met Standard,Meets Requirements,Meets Requirements
227827,THE EXCEL CENTER (FOR ADULTS),227,TRAVIS,13,Y,N, ,Not Rated,Meets Requirements,Not Reported
227828,THE EXCEL CENTER,227,TRAVIS,13,Y,Y, ,F,Meets Requirements,Not Reported
