,District,District Number,TEA District Type,TEA Description,NCES District Type,NCES Description,Charter School (Y/N)
1091,TOM BEAN ISD,91918,H,Rural,42,Rural-Distant,N
1092,TOMBALL ISD,101921,B,Major Suburban,21,Suburb-Large,N
1093,TORNILLO ISD,71908,G,Non-metropolitan Stable,41,Rural-Fringe,N
1094,TREETOPS SCHOOL INTERNATIONAL,220801,I,Charter Schools,11,City-Large,Y
1095,TRENT ISD,221905,H,Rural,42,Rural-Distant,N
1096,TRENTON ISD,74912,F,Non-metropolitan Fast Growing,42,Rural-Distant,N
1097,TRINIDAD ISD,107907,H,Rural,42,Rural-Distant,N
1098,TRINITY BASIN PREPARATORY,57813,I,Charter Schools,11,City-Large,Y
1099,TRINITY CHARTER SCHOOL,46802,I,Charter Schools,41,Rural-Fringe,Y
1100,TRINITY ISD,228903,G,Non-metropolitan Stable,41,Rural-Fringe,N
1101,TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO,71803,I,Charter Schools,11,City-Large,Y
1102,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,240801,I,Charter Schools,11,City-Large,Y
1103,TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOCK,152803,I,Charter Schools,11,City-Large,Y
1104,TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE VALLEY,108804,I,Charter Schools,22,Suburb-Midsize,Y
1105,TRIVIUM ACADEMY,61805,I,Charter Schools,21,Suburb-Large,Y
1106,TROUP ISD,212904,G,Non-metropolitan Stable,42,Rural-Distant,N
1107,TROY ISD,14910,G,Non-metropolitan Stable,41,Rural-Fringe,N
1108,TULIA ISD,219903,G,Non-metropolitan Stable,33,Town-Remote,N
1109,TULOSO-MIDWAY ISD,178912,D,Other Central City Suburban,11,City-Large,N
1110,TURKEY-QUITAQUE ISD,96905,H,Rural,43,Rural-Remote,N
1111,TWO DIMENSIONS PREPARATORY ACADEMY,101840,I,Charter Schools,21,Suburb-Large,Y
1112,TYLER ISD,212905,C,Other Central City,12,City-Midsize,N
1113,UME PREPARATORY ACADEMY,57845,I,Charter Schools,41,Rural-Fringe,Y
1114,UNION GROVE ISD,230908,H,Rural,41,Rural-Fringe,N
1115,UNION HILL ISD,230904,H,Rural,42,Rural-Distant,N
1116,UNITED ISD,240903,C,Other Central City,11,City-Large,N
1117,UNIVERSAL ACADEMY,57808,I,Charter Schools,21,Suburb-Large,Y
1118,UNIVERSITY OF TEXAS AT AUSTIN H S,227506,B,Major Suburban,11,City-Large,N
1119,UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL,227819,I,Charter Schools,11,City-Large,Y
1120,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,227806,I,Charter Schools,11,City-Large,Y
1121,UPLIFT EDUCATION,57803,I,Charter Schools,11,City-Large,Y
1122,UT TYLER UNIVERSITY ACADEMY,212804,I,Charter Schools,12,City-Midsize,Y
1123,UTOPIA ISD,232904,H,Rural,43,Rural-Remote,N
1124,UTPB STEM ACADEMY,68803,I,Charter Schools,12,City-Midsize,Y
1125,UVALDE CISD,232903,G,Non-metropolitan Stable,33,Town-Remote,N
1126,VALENTINE ISD,122902,H,Rural,43,Rural-Remote,N
1127,VALERE PUBLIC SCHOOLS,227824,I,Charter Schools,11,City-Large,Y
1128,VALLEY MILLS ISD,18904,H,Rural,42,Rural-Distant,N
1129,VALLEY VIEW ISD,49903,F,Non-metropolitan Fast Growing,42,Rural-Distant,N
1130,VALLEY VIEW ISD,108916,D,Other Central City Suburban,21,Suburb-Large,N
1131,VALOR PUBLIC SCHOOLS,227829,I,Charter Schools,21,Suburb-Large,Y
1132,VAN ALSTYNE ISD,91908,D,Other Central City Suburban,31,Town-Fringe,N
1133,VAN ISD,234906,D,Other Central City Suburban,32,Town-Distant,N
1134,VAN VLECK ISD,158906,G,Non-metropolitan Stable,41,Rural-Fringe,N
1135,VANGUARD ACADEMY,108808,I,Charter Schools,21,Suburb-Large,Y
1136,VEGA ISD,180902,H,Rural,43,Rural-Remote,N
1137,VENUS ISD,126908,D,Other Central City Suburban,31,Town-Fringe,N
1138,VERIBEST ISD,226908,H,Rural,42,Rural-Distant,N
1139,VERNON ISD,244903,G,Non-metropolitan Stable,33,Town-Remote,N
1140,VICTORIA ISD,235902,E,Independent Town,13,City-Small,N
1141,VIDOR ISD,181907,D,Other Central City Suburban,22,Suburb-Midsize,N
1142,VILLAGE TECH SCHOOLS,57847,I,Charter Schools,21,Suburb-Large,Y
1143,VISTA DEL FUTURO CHARTER SCHOOL,71809,I,Charter Schools,11,City-Large,Y
1144,VYSEHRAD ISD,143904,H,Rural,43,Rural-Remote,N
1145,WACO CHARTER SCHOOL,161801,I,Charter Schools,12,City-Midsize,Y
1146,WACO ISD,161914,C,Other Central City,12,City-Midsize,N
1147,WAELDER ISD,89905,H,Rural,43,Rural-Remote,N
1148,WALCOTT ISD,59902,H,Rural,43,Rural-Remote,N
1149,WALL ISD,226906,D,Other Central City Suburban,41,Rural-Fringe,N
1150,WALLER ISD,237904,E,Independent Town,42,Rural-Distant,N
1151,WALNUT BEND ISD,49908,H,Rural,42,Rural-Distant,N
1152,WALNUT SPRINGS ISD,18905,H,Rural,43,Rural-Remote,N
1153,WARREN ISD,229904,G,Non-metropolitan Stable,42,Rural-Distant,N
1154,WASKOM ISD,102903,H,Rural,42,Rural-Distant,N
1155,WATER VALLEY ISD,226905,H,Rural,42,Rural-Distant,N
1156,WAXAHACHIE FAITH FAMILY ACADEMY,70801,I,Charter Schools,11,City-Large,Y
1157,WAXAHACHIE ISD,70912,C,Other Central City,21,Suburb-Large,N
1158,WAYSIDE SCHOOLS,227803,I,Charter Schools,11,City-Large,Y
1159,WEATHERFORD ISD,184903,C,Other Central City,31,Town-Fringe,N
1160,WEBB CISD,240904,H,Rural,43,Rural-Remote,N
1161,WEIMAR ISD,45905,H,Rural,42,Rural-Distant,N
1162,WELLINGTON ISD,44902,H,Rural,43,Rural-Remote,N
1163,WELLMAN-UNION CISD,223904,H,Rural,42,Rural-Distant,N
1164,WELLS ISD,37909,H,Rural,42,Rural-Distant,N
1165,WESLACO ISD,108913,D,Other Central City Suburban,21,Suburb-Large,N
1166,WEST HARDIN COUNTY CISD,100908,H,Rural,42,Rural-Distant,N
1167,WEST ISD,161916,G,Non-metropolitan Stable,41,Rural-Fringe,N
1168,WEST ORANGE-COVE CISD,181906,G,Non-metropolitan Stable,22,Suburb-Midsize,N
1169,WEST OSO ISD,178915,D,Other Central City Suburban,11,City-Large,N
1170,WEST RUSK COUNTY CONSOLIDATED ISD,201914,G,Non-metropolitan Stable,42,Rural-Distant,N
1171,WEST SABINE ISD,202905,H,Rural,43,Rural-Remote,N
1172,WESTBROOK ISD,168903,H,Rural,42,Rural-Distant,N
1173,WESTHOFF ISD,62905,H,Rural,43,Rural-Remote,N
1174,WESTLAKE ACADEMY CHARTER SCHOOL,220810,I,Charter Schools,41,Rural-Fringe,Y
1175,WESTPHALIA ISD,73904,H,Rural,42,Rural-Distant,N
1176,WESTWOOD ISD,1908,G,Non-metropolitan Stable,32,Town-Distant,N
1177,WHARTON ISD,241904,G,Non-metropolitan Stable,32,Town-Distant,N
1178,WHEELER ISD,242903,H,Rural,43,Rural-Remote,N
1179,WHITE DEER ISD,33904,H,Rural,43,Rural-Remote,N
1180,WHITE OAK ISD,92908,D,Other Central City Suburban,23,Suburb-Small,N
1181,WHITE SETTLEMENT ISD,220920,B,Major Suburban,41,Rural-Fringe,N
1182,WHITEFACE CISD,40902,H,Rural,43,Rural-Remote,N
1183,WHITEHOUSE ISD,212906,D,Other Central City Suburban,22,Suburb-Midsize,N
1184,WHITESBORO ISD,91909,D,Other Central City Suburban,32,Town-Distant,N
1185,WHITEWRIGHT ISD,91910,H,Rural,42,Rural-Distant,N
1186,WHITHARRAL ISD,110908,H,Rural,42,Rural-Distant,N
1187,WHITNEY ISD,109911,E,Independent Town,42,Rural-Distant,N
1188,WICHITA FALLS ISD,243905,C,Other Central City,12,City-Midsize,N
1189,WILDORADO ISD,180904,H,Rural,42,Rural-Distant,N
1190,WILLIS ISD,170904,D,Other Central City Suburban,41,Rural-Fringe,N
1191,WILLS POINT ISD,234907,E,Independent Town,32,Town-Distant,N
1192,WILSON ISD,153907,H,Rural,42,Rural-Distant,N
1193,WIMBERLEY ISD,105905,G,Non-metropolitan Stable,41,Rural-Fringe,N
1194,WINDHAM SCHOOL DISTRICT,236903,,,32,Town-Distant,N
1195,WINDTHORST ISD,5904,F,Non-metropolitan Fast Growing,42,Rural-Distant,N
1196,WINFREE ACADEMY CHARTER SCHOOLS,57828,I,Charter Schools,21,Suburb-Large,Y
1197,WINK-LOVING ISD,248902,H,Rural,42,Rural-Distant,N
1198,WINNSBORO ISD,250907,E,Independent Town,32,Town-Distant,N
1199,WINONA ISD,212910,D,Other Central City Suburban,41,Rural-Fringe,N
1200,WINTERS ISD,200904,H,Rural,32,Town-Distant,N
1201,WODEN ISD,174906,H,Rural,42,Rural-Distant,N
1202,WOLFE CITY ISD,116909,H,Rural,43,Rural-Remote,N
1203,WOODSBORO ISD,196902,H,Rural,42,Rural-Distant,N
1204,WOODSON ISD,224902,H,Rural,43,Rural-Remote,N
1205,WOODVILLE ISD,229903,G,Non-metropolitan Stable,33,Town-Remote,N
1206,WORTHAM ISD,81905,H,Rural,42,Rural-Distant,N
1207,WYLIE ISD,43914,D,Other Central City Suburban,21,Suburb-Large,N
1208,WYLIE ISD,221912,D,Other Central City Suburban,12,City-Midsize,N
1209,YANTIS ISD,250905,H,Rural,43,Rural-Remote,N
1210,YELLOWSTONE COLLEGE PREPARATORY,101873,I,Charter Schools,11,City-Large,Y
1211,YES PREP PUBLIC SCHOOLS INC,101845,I,Charter Schools,11,City-Large,Y
1212,YOAKUM ISD,62903,G,Non-metropolitan Stable,32,Town-Distant,N
1213,YORKTOWN ISD,62904,H,Rural,43,Rural-Remote,N
1214,YSLETA ISD,71905,A,Major Urban,11,City-Large,N
1215,ZAPATA COUNTY ISD,253901,D,Other Central City Suburban,33,Town-Remote,N
1216,ZAVALLA ISD,3906,H,Rural,43,Rural-Remote,N
1217,ZEPHYR ISD,25906,H,Rural,42,Rural-Distant,N
