,DISTNAME,DISTRICT_id,District 2022-23 Total Students Count,District 2023 Staff: All Staff Total Full Time Equiv Count,District 2022-23 African American Students Percent,District 2022-23 American Indian Students Percent,District 2022-23 Asian Students Percent,District 2022-23 Hispanic Students Percent,District 2022-23 Pacific Islander Students Percent,District 2022-23 White Students Percent,District 2022-23 Two or More Races Students Percent,District 2022-23 Economically Disadvantaged Students Percent,District 2022-23 Title I Students percent,District 2022-23 Special Education Students Percent,District 2022-23 Section 504 Students Percent,District 2022-23 Bilingual/ESL Education Students Percent,District 2022-23 Emergent Bilingual/English Learner Students Percent,District 2022-23 Homeless Students Percent,District 2022-23 Immigrant Students Percent,District 2022-23 Migrant Students Percent,District 2022-23 Military Connected Students Percent,District 2022-23 Foster Care Students Percent,District 2022-23 Gifted & Talented Education Students Percent,District 2023 Staff: Teacher Student Ratio
644,SPRING CREEK ISD,117907,92,22.1,2.2,0.0,0.0,28.3,0.0,66.3,3.3,39.1,100.0,15.2,9.8,6.5,6.5,0.0,0.0,0.0,3.3,0.0,2.2,8.3
645,IRION COUNTY ISD,118902,333,72.0,1.5,0.0,0.6,27.3,0.0,69.1,1.5,36.6,100.0,15.0,10.8,2.1,2.1,1.2,0.0,0.0,1.8,0.0,8.4,9.3
646,BRYSON ISD,119901,259,40.3,0.0,0.4,0.0,9.7,0.0,89.2,0.8,56.0,100.0,10.8,9.7,2.7,2.7,0.0,0.0,0.0,0.0,0.0,2.3,11.2
647,JACKSBORO ISD,119902,1083,169.7,0.5,0.6,0.5,33.6,0.1,62.0,2.8,68.0,100.0,15.1,12.4,15.4,15.5,1.3,0.3,0.0,3.2,0.2,6.7,12.5
648,PERRIN-WHITT CISD,119903,319,50.5,0.0,0.0,0.0,18.5,0.0,78.4,3.1,50.8,53.6,14.4,6.6,3.1,3.1,0.0,0.0,0.0,0.6,0.0,6.0,10.8
649,EDNA ISD,120901,1573,226.5,11.1,0.1,2.2,42.8,0.0,40.3,3.6,62.0,100.0,14.2,7.4,8.6,9.3,1.5,0.3,0.1,0.8,0.3,8.6,13.1
650,GANADO ISD,120902,711,110.5,1.7,0.1,0.0,59.1,0.0,38.0,1.1,53.0,48.7,8.6,10.3,12.2,12.7,1.1,0.1,0.1,0.0,0.0,7.5,11.9
651,INDUSTRIAL ISD,120905,1188,187.1,1.0,0.0,0.0,29.9,0.0,67.8,1.3,35.6,45.8,10.2,12.1,2.4,2.4,0.0,0.0,0.3,1.1,0.1,7.5,11.9
652,BROOKELAND ISD,121902,341,71.1,1.2,0.0,0.0,3.5,0.0,91.5,3.8,61.3,99.7,11.7,15.8,0.0,0.0,0.0,0.0,0.3,2.9,0.0,0.0,9.1
653,BUNA ISD,121903,1477,263.1,3.0,0.5,0.3,3.2,0.0,90.0,3.0,47.7,47.0,17.6,13.8,0.5,0.5,0.5,0.1,0.0,1.4,0.2,6.4,12.2
654,JASPER ISD,121904,2211,386.9,39.8,0.3,0.6,18.6,0.1,36.0,4.6,83.4,100.0,14.4,15.5,8.8,9.3,3.4,0.7,0.1,1.4,0.6,4.4,12.9
655,KIRBYVILLE CISD,121905,1502,212.0,8.5,0.3,0.3,8.3,0.0,76.8,5.8,64.8,48.7,18.0,12.8,2.5,2.6,1.1,0.0,0.1,3.9,1.8,6.1,14.0
656,EVADALE ISD,121906,371,82.8,0.0,0.3,0.0,4.6,0.0,91.9,3.2,44.5,100.0,11.6,10.8,1.9,1.9,0.0,0.0,0.0,0.0,0.3,2.2,9.2
657,FT DAVIS ISD,122901,183,40.1,0.0,0.0,0.0,63.4,0.0,35.0,1.6,59.0,100.0,12.6,2.2,15.3,15.3,0.0,0.0,0.0,0.0,0.0,8.7,8.5
658,VALENTINE ISD,122902,44,15.7,0.0,0.0,0.0,56.8,0.0,43.2,0.0,47.7,100.0,13.6,0.0,6.8,6.8,0.0,0.0,0.0,2.3,0.0,2.3,4.3
662,NEDERLAND ISD,123905,5029,647.7,7.9,0.4,7.4,30.3,0.1,50.7,3.1,49.4,42.4,13.8,10.6,12.9,13.6,0.3,0.9,0.2,2.0,0.4,6.5,13.6
663,PORT ARTHUR ISD,123907,8152,1248.1,40.9,2.0,2.3,50.9,0.0,2.5,1.3,86.4,95.4,10.7,5.7,29.5,31.0,1.0,2.7,3.7,0.0,0.1,3.6,14.8
664,PORT NECHES-GROVES ISD,123908,5242,561.8,3.9,0.2,5.6,31.2,0.0,55.7,3.4,47.3,37.5,12.4,7.6,9.0,9.0,0.0,0.9,0.3,0.0,0.1,6.7,14.1
665,BEAUMONT ISD,123910,16730,2317.9,59.9,0.2,2.8,27.4,0.1,7.3,2.3,81.6,98.9,10.3,6.5,14.8,15.2,2.7,2.0,0.1,2.1,0.3,6.8,17.3
666,SABINE PASS ISD,123913,370,67.3,24.1,0.0,1.9,41.9,0.0,31.1,1.1,58.9,100.0,2.7,7.0,1.1,1.6,1.6,0.0,0.0,0.3,0.0,5.1,11.0
667,HAMSHIRE-FANNETT ISD,123914,2065,258.2,9.7,0.5,1.4,21.0,0.1,65.6,1.7,44.6,38.6,12.1,8.0,6.5,7.0,0.3,0.0,0.0,2.9,0.4,7.3,14.5
668,JIM HOGG COUNTY ISD,124901,1072,170.8,0.4,0.1,0.6,96.5,0.0,2.2,0.3,85.9,100.0,12.5,6.6,5.4,6.7,0.4,0.0,0.1,4.0,0.1,11.3,12.8
669,ALICE ISD,125901,4506,714.2,0.6,0.0,0.4,91.8,0.0,7.0,0.2,83.1,100.0,14.4,9.1,2.3,2.7,2.5,0.4,0.1,0.9,0.3,2.6,15.0
670,BEN BOLT-PALITO BLANCO ISD,125902,494,80.1,0.4,0.0,0.0,89.1,0.0,10.3,0.2,81.8,100.0,13.2,5.7,3.8,3.8,0.0,0.0,0.0,0.0,0.0,5.1,14.8
671,ORANGE GROVE ISD,125903,1755,235.2,0.2,0.0,0.2,61.4,0.0,37.3,0.9,63.0,100.0,12.4,8.7,3.0,3.0,0.1,0.4,0.1,1.0,0.1,5.0,15.3
672,PREMONT ISD,125905,757,99.0,0.1,0.0,0.1,96.7,0.0,3.0,0.0,88.9,100.0,22.2,7.3,7.7,7.9,0.0,1.1,0.8,0.7,0.0,6.3,14.5
673,LA GLORIA ISD,125906,102,21.0,0.0,0.0,0.0,94.1,0.0,5.9,0.0,72.5,100.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3
674,ALVARADO ISD,126901,3750,487.6,2.7,0.4,0.2,47.5,0.0,45.7,3.5,68.3,68.7,10.5,8.1,23.8,24.2,1.1,0.3,0.1,0.4,0.2,6.5,14.4
675,BURLESON ISD,126902,12865,1593.8,8.4,0.3,1.4,27.9,0.2,57.0,4.8,41.3,38.3,13.0,9.6,7.3,7.8,1.2,0.4,0.0,12.8,0.3,6.6,15.6
676,CLEBURNE ISD,126903,7243,1075.6,4.0,0.6,0.4,43.4,2.1,45.4,4.2,71.3,72.4,12.8,7.8,24.5,23.0,3.2,1.0,0.1,2.3,0.2,7.2,13.6
677,GRANDVIEW ISD,126904,1403,179.8,1.7,0.8,0.4,19.2,0.1,74.8,2.9,38.8,68.6,14.0,7.6,5.7,6.0,0.2,0.0,0.0,0.9,0.6,6.4,12.9
678,JOSHUA ISD,126905,5892,838.7,2.4,0.5,0.8,34.6,0.2,59.4,2.1,50.9,36.2,13.2,9.4,13.7,13.7,0.5,0.1,0.1,6.8,0.2,2.5,14.0
679,KEENE ISD,126906,1053,151.4,3.3,0.3,0.7,37.5,15.3,38.7,4.2,66.9,100.0,13.8,6.4,20.9,21.2,0.3,1.5,0.0,3.4,0.3,6.4,11.5
680,RIO VISTA ISD,126907,945,133.6,0.6,0.2,0.0,18.4,0.1,77.0,3.6,57.7,99.9,12.4,10.4,4.3,4.4,1.2,0.3,0.0,4.3,0.3,7.9,13.8
681,VENUS ISD,126908,2319,343.1,4.4,0.4,0.9,63.2,0.2,29.0,1.9,78.7,99.7,11.0,6.0,28.9,29.5,0.1,0.0,0.0,0.6,0.2,5.3,13.0
682,GODLEY ISD,126911,2811,510.0,1.8,0.2,0.1,32.4,0.1,62.8,2.5,45.7,100.0,14.1,12.2,12.3,12.8,0.8,0.4,0.2,9.8,0.4,7.0,12.5
683,ANSON ISD,127901,752,131.7,1.3,0.1,0.5,48.7,0.4,46.0,2.9,62.2,100.0,14.1,4.9,2.7,2.7,13.3,0.1,0.0,2.5,1.1,7.4,10.2
684,HAMLIN COLLEGIATE ISD,127903,418,84.2,4.8,0.0,0.5,42.8,0.0,46.7,5.3,69.9,99.3,14.6,3.3,5.0,5.3,12.2,0.0,0.7,1.0,0.0,1.4,10.8
685,HAWLEY ISD,127904,819,147.6,0.2,0.2,0.2,21.0,0.1,75.6,2.6,52.9,100.0,17.8,5.9,0.5,0.5,4.8,0.0,0.0,12.1,0.2,10.0,9.8
686,LUEDERS-AVOCA ISD,127905,101,33.5,0.0,0.0,0.0,27.7,0.0,70.3,2.0,79.2,77.2,22.8,16.8,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,5.4
687,STAMFORD ISD,127906,604,121.4,5.0,0.3,0.7,51.8,0.0,38.4,3.8,63.1,68.4,14.4,14.1,4.6,4.6,0.8,1.0,0.0,0.7,0.3,2.3,10.9
688,KARNES CITY ISD,128901,4835,221.6,17.9,0.6,1.2,52.6,0.2,24.0,3.6,60.4,15.2,9.5,9.0,5.0,5.1,1.0,0.1,0.0,0.7,0.0,3.1,
689,KENEDY ISD,128902,729,137.4,1.5,0.0,0.7,87.5,0.0,8.9,1.4,83.4,99.2,17.0,7.8,6.7,6.7,0.0,0.1,0.0,2.3,0.0,4.3,11.7
690,RUNGE ISD,128903,208,43.6,0.5,0.0,0.0,89.9,0.0,9.1,0.5,86.1,100.0,14.9,4.3,1.0,1.0,0.5,0.0,0.0,1.0,0.5,5.3,9.9
691,FALLS CITY ISD,128904,442,66.0,0.0,0.0,0.0,20.6,0.0,77.8,1.6,19.0,14.5,12.2,5.9,1.8,2.0,0.2,0.0,0.0,0.5,0.0,7.0,12.1
692,CRANDALL ISD,129901,6003,779.7,25.0,0.4,0.6,40.0,0.1,30.9,3.0,62.0,55.3,14.8,8.5,16.9,18.3,0.2,0.4,0.0,3.3,0.4,7.3,15.5
693,FORNEY ISD,129902,16211,2052.4,36.2,0.3,2.4,28.6,0.2,28.4,3.9,43.1,48.9,13.2,8.6,13.4,12.7,0.3,0.7,0.0,0.9,0.4,6.5,15.2
694,KAUFMAN ISD,129903,4332,536.1,4.5,0.4,0.3,55.6,0.1,36.4,2.8,71.6,46.5,12.4,8.1,25.3,25.9,0.4,0.6,0.0,1.1,0.5,6.8,15.4
695,KEMP ISD,129904,1835,283.7,1.7,0.2,0.4,39.3,0.0,54.3,4.0,72.0,100.0,16.3,10.8,17.3,18.1,1.3,0.4,0.1,0.5,0.2,4.4,13.2
696,MABANK ISD,129905,3904,528.2,1.5,0.5,0.9,24.7,0.0,68.2,4.1,65.3,100.0,14.5,10.5,7.6,8.4,0.4,0.1,0.0,3.3,0.7,6.7,15.2
697,TERRELL ISD,129906,5208,637.6,18.8,0.2,0.3,54.0,0.1,21.5,5.2,63.3,92.6,11.8,6.7,24.5,26.0,1.2,0.2,0.0,0.1,0.2,6.2,16.7
698,SCURRY-ROSSER ISD,129910,1066,198.4,2.5,0.1,0.0,27.3,0.2,68.2,1.7,50.2,27.5,15.3,10.6,10.4,11.8,0.7,0.1,0.0,0.2,0.2,7.8,13.2
700,BOERNE ISD,130901,10763,1255.0,1.2,0.2,2.4,33.1,0.1,60.1,2.9,19.3,3.1,14.5,10.7,8.1,6.8,0.3,1.1,0.1,5.2,0.2,9.8,15.8
701,COMFORT ISD,130902,1104,155.8,0.3,0.1,0.5,58.6,0.2,39.4,1.0,55.5,100.0,15.9,8.2,14.2,16.5,1.1,0.2,0.4,0.5,0.0,6.3,13.1
702,KENEDY COUNTY WIDE CSD,131001,98,25.8,2.0,0.0,0.0,67.3,0.0,30.6,0.0,40.8,0.0,16.3,11.2,4.1,4.1,0.0,1.0,1.0,17.3,0.0,15.3,8.9
703,JAYTON-GIRARD ISD,132902,175,42.8,0.0,0.0,0.0,21.1,0.0,76.6,2.3,42.9,100.0,11.4,10.9,0.0,0.0,0.0,0.0,0.0,0.0,1.7,8.6,7.9
704,CENTER POINT ISD,133901,549,110.9,0.4,0.2,0.4,63.4,0.0,34.2,1.5,71.6,100.0,19.3,7.7,23.7,23.9,1.5,2.6,0.0,2.6,0.4,5.5,12.2
705,HUNT ISD,133902,202,33.5,0.5,0.5,0.0,35.1,0.5,61.9,1.5,47.5,100.0,11.4,10.4,11.4,11.4,0.0,1.5,1.0,0.0,0.0,9.9,10.7
706,KERRVILLE ISD,133903,4878,658.3,1.6,0.4,1.3,45.2,0.0,49.3,2.1,56.8,69.3,12.9,12.2,8.8,8.9,0.9,0.7,0.1,0.6,0.5,8.2,15.5
707,INGRAM ISD,133904,1240,190.7,0.4,0.1,0.6,45.2,0.0,51.6,2.1,69.7,46.0,15.3,9.2,17.1,17.7,0.6,1.5,0.6,0.6,0.7,8.7,12.8
708,DIVIDE ISD,133905,37,8.0,0.0,0.0,0.0,29.7,0.0,70.3,0.0,54.1,0.0,21.6,2.7,5.4,5.4,0.0,0.0,0.0,0.0,0.0,0.0,12.5
709,JUNCTION ISD,134901,619,107.1,0.5,0.0,0.3,37.2,0.0,60.1,1.9,63.8,100.0,14.5,8.6,5.2,5.2,0.0,0.0,0.8,0.2,0.0,10.0,11.5
710,GUTHRIE CSD,135001,119,29.8,0.0,0.0,0.0,5.0,0.0,95.0,0.0,15.1,0.0,8.4,10.1,3.4,3.4,0.0,0.0,0.0,10.9,0.0,0.8,6.7
711,BRACKETT ISD,136901,552,120.7,0.2,0.4,0.0,73.4,0.0,25.2,0.9,64.3,65.0,17.8,11.1,3.1,3.3,0.2,0.7,2.0,2.9,0.4,5.3,9.9
712,KINGSVILLE ISD,137901,2694,461.1,3.0,0.0,0.8,85.3,0.1,9.7,1.2,82.6,96.4,16.6,4.7,3.3,3.8,0.3,0.3,0.1,1.6,0.1,2.5,13.6
713,RICARDO ISD,137902,655,99.6,0.9,0.0,0.6,85.8,0.0,12.4,0.3,51.6,100.0,13.6,7.2,2.4,2.4,1.2,0.0,0.0,6.6,0.3,5.8,14.3
714,RIVIERA ISD,137903,478,87.4,0.2,0.0,0.4,72.0,0.0,25.5,1.9,50.8,99.8,8.8,7.1,2.7,2.7,0.2,0.2,0.6,8.2,0.2,2.3,11.0
715,SANTA GERTRUDIS ISD,137904,823,108.7,0.7,0.4,1.6,77.6,0.0,19.2,0.5,44.8,100.0,7.7,8.1,1.1,1.3,0.0,0.0,0.1,3.2,0.0,16.4,15.2
716,KNOX CITY-O'BRIEN CISD,138902,209,58.6,1.9,0.0,0.5,59.3,0.0,36.8,1.4,65.6,100.0,20.6,11.5,6.7,6.7,2.9,1.0,0.0,3.3,0.0,0.0,8.1
717,MUNDAY CISD,138903,409,81.5,3.7,0.0,0.7,55.0,0.0,37.7,2.9,59.4,100.0,15.9,16.1,4.9,4.9,0.2,1.2,0.0,0.7,0.0,3.4,9.3
718,BENJAMIN ISD,138904,130,27.9,0.8,0.0,0.0,38.5,0.0,56.9,3.8,72.3,100.0,16.2,10.8,1.5,1.5,1.5,0.8,0.0,0.0,0.8,1.5,7.8
719,CHISUM ISD,139905,1179,173.5,3.5,1.1,0.0,10.2,0.0,81.3,3.9,43.4,100.0,13.4,20.8,5.0,5.5,1.5,0.0,0.5,7.5,0.3,4.5,12.0
720,PARIS ISD,139909,3856,586.9,30.7,0.8,0.8,25.4,0.3,31.7,10.3,78.5,69.2,13.1,12.8,12.0,13.0,0.6,0.5,0.0,0.6,0.4,11.8,12.6
721,NORTH LAMAR ISD,139911,2450,416.0,3.9,1.8,1.1,12.4,0.1,72.7,7.9,57.4,48.8,16.1,14.4,3.7,3.9,1.5,0.2,0.0,0.6,0.2,6.9,12.1
722,PRAIRILAND ISD,139912,1099,162.3,1.1,0.8,0.0,10.6,0.0,84.3,3.3,53.9,50.9,10.7,13.2,3.5,3.6,0.0,0.0,0.0,2.5,0.0,5.6,12.3
723,AMHERST ISD,140901,120,32.2,3.3,0.0,0.0,87.5,0.0,7.5,1.7,86.7,100.0,14.2,2.5,57.5,57.5,0.0,4.2,2.5,1.7,0.0,3.3,6.1
724,LITTLEFIELD ISD,140904,1203,190.8,2.8,0.2,0.3,76.6,0.0,19.2,0.9,73.4,100.0,13.5,6.3,9.1,9.4,0.7,0.3,5.2,2.2,0.2,5.6,13.1
725,OLTON ISD,140905,597,108.8,0.8,0.0,0.0,75.0,0.0,23.5,0.7,70.5,100.0,13.6,8.4,18.9,18.9,0.3,0.5,8.2,2.2,0.0,6.2,11.3
726,SPRINGLAKE-EARTH ISD,140907,310,64.5,0.0,0.0,0.3,71.9,0.0,27.4,0.3,75.2,100.0,12.3,6.1,21.9,21.9,1.3,0.0,6.1,1.6,0.0,5.5,9.7
727,SUDAN ISD,140908,474,72.4,1.7,0.0,0.2,50.2,0.0,46.4,1.5,53.6,100.0,14.3,8.2,8.2,8.4,0.6,0.4,0.2,0.4,0.2,6.5,11.0
728,LAMPASAS ISD,141901,3567,574.4,2.2,0.3,0.6,30.4,0.6,60.4,5.5,51.3,47.2,18.1,12.7,3.9,4.0,1.3,0.4,0.0,27.4,1.1,5.7,13.6
729,LOMETA ISD,141902,276,59.6,2.2,1.4,1.4,50.7,0.4,42.8,1.1,84.1,100.0,16.7,12.0,13.8,15.2,6.5,1.4,8.7,4.7,2.5,1.4,10.1
730,COTULLA ISD,142901,1170,266.5,0.3,0.2,0.3,94.7,0.0,3.8,0.6,84.9,100.0,17.0,15.5,6.3,7.2,0.4,0.1,0.0,3.6,0.0,6.1,11.0
731,HALLETTSVILLE ISD,143901,1172,173.0,8.1,0.2,0.9,19.4,0.1,68.1,3.2,40.0,100.0,13.7,12.1,3.5,3.5,0.3,0.0,0.0,0.1,0.1,5.9,13.2
732,MOULTON ISD,143902,304,53.9,1.0,0.3,0.3,46.4,0.0,49.3,2.6,52.0,54.6,21.4,7.9,11.8,12.8,0.0,0.0,0.0,0.0,0.0,3.6,12.0
733,SHINER ISD,143903,724,92.7,4.0,0.6,0.6,20.3,0.0,70.7,3.9,30.1,100.0,14.0,8.6,2.3,2.3,0.7,0.0,0.0,0.0,0.0,3.5,13.5
734,VYSEHRAD ISD,143904,113,20.3,9.7,0.0,0.0,18.6,0.0,63.7,8.0,51.3,100.0,9.7,4.4,0.0,0.0,0.0,0.0,0.0,1.8,0.0,5.3,10.3
735,SWEET HOME ISD,143905,145,21.8,0.0,0.0,0.0,10.3,0.0,87.6,2.1,20.0,17.2,6.2,10.3,0.0,0.0,5.5,0.0,0.0,0.7,0.7,5.5,12.4
736,EZZELL ISD,143906,112,20.7,0.9,0.0,0.9,16.1,0.0,75.9,6.3,42.9,85.7,8.9,5.4,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,10.1
737,GIDDINGS ISD,144901,1930,246.0,6.5,0.1,0.5,57.7,0.1,32.3,2.8,59.3,100.0,12.2,8.1,12.9,23.4,1.1,0.9,0.1,0.9,0.1,7.0,13.1
738,LEXINGTON ISD,144902,1084,158.7,4.2,0.3,0.0,22.1,0.2,69.0,4.2,40.3,100.0,15.5,13.4,6.3,6.2,0.2,0.8,0.0,0.8,1.0,5.4,12.7
739,DIME BOX ISD,144903,170,35.2,27.6,0.0,0.0,45.9,0.0,20.6,5.9,77.1,100.0,22.9,5.9,16.5,16.5,0.0,0.0,0.0,0.0,2.4,6.5,9.1
740,BUFFALO ISD,145901,1052,171.1,3.7,0.2,0.9,42.6,0.0,50.4,2.3,65.3,100.0,12.6,7.9,20.0,20.7,0.0,0.6,0.0,3.8,0.1,5.1,13.2
741,CENTERVILLE ISD,145902,691,108.1,6.8,0.3,1.3,11.6,0.0,77.0,3.0,49.5,43.0,11.6,16.5,3.0,3.2,5.1,0.0,0.0,1.4,0.1,2.7,11.7
742,NORMANGEE ISD,145906,637,105.7,5.0,0.2,1.3,14.8,0.2,74.3,4.4,52.4,46.8,14.4,13.3,3.5,3.8,0.3,0.0,0.0,0.5,0.0,5.2,11.7
743,OAKWOOD ISD,145907,230,48.2,22.6,0.0,0.0,11.3,0.0,58.3,7.8,88.3,100.0,12.6,5.2,2.2,2.2,0.0,0.0,0.0,3.0,0.0,2.2,10.6
744,LEON ISD,145911,766,119.8,1.0,1.7,2.2,34.3,0.0,58.2,2.5,56.4,55.0,11.6,8.9,14.2,15.0,0.4,2.1,0.1,4.4,0.0,3.9,13.0
745,CLEVELAND ISD,146901,11567,1718.1,3.4,0.1,0.2,85.9,0.0,9.3,1.1,94.4,98.0,9.5,3.5,59.0,59.9,1.0,3.5,0.1,0.6,0.1,4.2,14.7
746,DAYTON ISD,146902,5776,797.3,6.7,0.4,0.5,46.6,0.0,43.3,2.5,71.8,100.0,14.7,6.1,18.9,21.7,0.8,0.4,0.0,2.9,0.6,6.6,15.9
747,DEVERS ISD,146903,204,23.7,5.4,0.0,0.0,26.0,0.0,65.2,3.4,34.8,100.0,11.3,5.4,7.8,7.8,0.0,0.0,0.0,2.5,0.5,2.9,16.1
748,HARDIN ISD,146904,1317,161.7,2.7,0.6,0.3,17.8,0.0,75.1,3.5,62.1,100.0,12.3,5.5,3.4,3.5,1.1,0.0,0.0,0.1,0.3,4.6,17.0
749,HULL-DAISETTA ISD,146905,431,86.2,11.1,0.9,0.0,7.0,0.0,76.3,4.6,73.8,100.0,20.2,13.2,1.9,1.9,38.7,0.0,0.0,7.0,0.2,4.9,11.6
750,LIBERTY ISD,146906,2398,368.4,13.6,0.1,1.1,41.6,0.0,39.9,3.6,67.8,100.0,15.1,7.1,16.1,19.3,1.2,0.9,0.0,0.8,0.5,6.5,16.7
751,TARKINGTON ISD,146907,1893,259.0,0.7,0.2,0.2,15.2,0.1,81.0,2.6,57.1,72.8,16.2,8.5,5.8,5.9,0.7,0.2,0.0,3.7,0.2,5.8,15.3
752,COOLIDGE ISD,147901,295,51.9,16.3,0.0,0.3,50.2,0.0,29.5,3.7,76.9,100.0,20.0,15.9,13.2,13.2,0.0,0.0,1.4,1.4,0.0,2.7,10.0
753,GROESBECK ISD,147902,1573,270.9,9.5,0.4,0.9,29.9,0.0,54.4,4.9,65.2,70.9,14.0,9.8,6.3,6.4,1.6,0.0,0.1,0.4,0.2,7.4,12.7
754,MEXIA ISD,147903,1864,349.5,23.0,0.2,1.0,52.1,0.6,18.3,4.9,82.7,99.4,16.7,9.6,20.3,20.9,1.5,0.7,0.3,2.5,0.1,3.1,11.8
755,BOOKER ISD,148901,343,67.2,0.6,0.3,0.0,76.7,0.0,21.3,1.2,57.4,100.0,8.2,5.8,31.2,31.2,5.2,6.4,2.6,0.6,0.0,3.2,9.3
756,FOLLETT ISD,148902,184,35.1,0.0,2.2,0.0,31.5,0.0,64.7,1.6,54.9,100.0,18.5,8.2,9.8,9.8,0.0,0.0,0.0,6.5,0.0,6.5,10.1
757,DARROUZETT ISD,148905,112,34.1,0.0,0.9,0.0,51.8,0.0,43.8,3.6,72.3,100.0,17.9,5.4,21.4,23.2,0.0,0.0,1.8,0.0,0.0,6.3,5.4
758,GEORGE WEST ISD,149901,1083,186.3,0.3,0.5,0.6,58.2,0.0,38.8,1.8,63.8,74.1,12.0,10.3,4.8,4.8,0.4,0.3,0.2,2.5,0.7,7.9,12.7
759,THREE RIVERS ISD,149902,585,109.4,0.3,0.0,0.2,64.6,0.2,33.3,1.4,63.2,100.0,14.5,9.9,4.4,4.6,0.5,0.0,0.0,0.0,0.3,8.2,10.7
760,LLANO ISD,150901,1937,301.5,0.8,0.3,0.6,31.9,0.1,63.3,2.9,68.5,49.7,14.7,7.0,13.2,13.5,0.1,2.9,0.0,7.4,0.3,4.9,13.2
761,TEXAS TECH UNIVERSITY K-12,152504,735,,7.6,0.3,4.5,24.1,0.3,59.9,3.4,6.7,0.0,3.7,6.5,0.0,0.0,0.8,0.0,0.0,0.0,0.0,5.0,
765,LUBBOCK ISD,152901,25247,3372.3,13.8,0.4,1.7,60.0,0.2,21.3,2.5,72.9,96.8,15.7,7.4,6.8,6.3,2.3,0.8,0.2,1.2,0.4,8.6,13.3
766,NEW DEAL ISD,152902,757,109.3,1.8,0.7,0.0,52.4,0.1,43.5,1.5,70.9,36.3,11.8,13.2,3.4,3.4,0.3,0.0,0.1,1.2,0.9,5.0,12.7
767,SLATON ISD,152903,1268,281.5,5.1,0.0,0.2,64.4,0.0,28.5,1.8,72.9,100.0,19.2,6.5,4.7,4.7,1.1,0.3,0.0,3.4,0.2,6.5,11.0
768,LUBBOCK-COOPER ISD,152906,7750,1092.1,2.5,0.2,2.0,39.5,0.1,53.1,2.6,36.2,41.1,12.4,9.8,4.9,4.2,1.8,0.0,0.1,1.6,0.1,5.3,13.0
769,FRENSHIP ISD,152907,11165,1286.3,4.1,0.2,3.0,48.8,0.1,40.5,3.4,51.1,30.5,12.2,9.2,5.3,5.1,0.0,1.0,0.0,0.9,0.3,8.7,15.7
770,ROOSEVELT ISD,152908,1175,179.5,2.7,0.3,0.0,59.6,0.2,35.2,2.0,73.5,99.8,15.2,8.7,6.1,6.1,1.9,0.7,0.0,2.8,6.6,4.3,11.8
771,SHALLOWATER ISD,152909,1762,265.8,0.7,0.4,0.1,31.0,0.3,66.5,1.1,38.0,41.3,9.4,13.1,3.0,3.0,1.4,0.0,0.0,2.0,0.2,6.2,12.4
772,IDALOU ISD,152910,988,139.3,0.1,0.3,0.3,39.4,0.0,58.3,1.6,33.7,41.5,12.1,12.2,2.1,2.2,0.3,0.0,0.1,4.4,0.0,7.1,11.8
773,O'DONNELL ISD,153903,288,61.2,0.0,0.0,0.0,64.2,0.0,34.4,1.4,67.7,100.0,14.9,12.8,5.9,5.9,0.0,0.0,1.7,0.7,0.0,11.8,8.2
774,TAHOKA ISD,153904,595,127.0,1.7,0.3,0.0,58.5,0.0,37.5,2.0,57.8,100.0,16.8,10.6,2.2,2.5,2.4,0.0,0.2,1.5,0.5,7.9,9.7
775,NEW HOME ISD,153905,626,82.0,0.0,0.0,0.2,21.4,0.0,76.8,1.6,12.6,100.0,5.8,9.7,1.9,1.9,0.0,0.0,0.0,0.6,0.0,7.7,12.0
776,WILSON ISD,153907,125,30.2,4.8,0.0,0.0,72.0,0.0,21.6,1.6,74.4,100.0,17.6,3.2,7.2,7.2,0.0,0.0,2.4,1.6,0.0,12.0,7.5
777,MADISONVILLE CISD,154901,2431,314.4,15.3,0.1,0.6,37.7,0.1,42.4,3.8,73.4,100.0,10.6,5.6,17.6,17.6,0.1,1.5,0.1,0.2,0.1,0.9,13.9
778,NORTH ZULCH ISD,154903,352,59.4,2.6,0.0,1.4,19.0,0.0,73.9,3.1,65.9,100.0,15.1,7.4,4.5,4.8,2.6,0.3,0.0,9.1,1.7,3.1,11.5
779,JEFFERSON ISD,155901,1132,225.8,29.1,0.4,0.5,7.2,0.0,58.2,4.5,72.3,100.0,20.1,19.1,1.3,1.3,1.9,0.0,0.0,0.2,0.0,5.9,10.8
780,STANTON ISD,156902,1081,174.2,0.6,0.6,0.3,66.2,0.1,31.4,0.7,52.2,67.5,11.7,9.3,9.3,10.3,0.0,0.0,0.0,0.0,0.7,5.6,11.9
781,GRADY ISD,156905,258,41.7,0.0,0.0,0.8,29.1,0.0,69.8,0.4,18.6,100.0,4.7,16.3,5.4,5.4,0.0,0.0,0.0,0.0,0.0,14.0,11.9
782,MASON ISD,157901,709,123.5,0.0,0.0,0.1,36.5,0.0,61.9,1.4,47.2,100.0,11.4,11.0,10.7,10.7,1.7,3.5,0.0,2.0,0.3,16.1,10.2
